"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
2501499,"January 12, 2023",California,"Palo Alto","2700 block of Fordham St",0,1,0,0,1,N/A
2500364,"January 11, 2023",Virginia,Hampton,"Big Bethel Rd and Todds Ln",0,1,1,0,0,N/A
2499993,"January 10, 2023",Indiana,"Indianapolis (Lawrence)","46th St and Burrwood Dr",0,1,1,1,0,N/A
2499922,"January 10, 2023",Louisiana,"Baton Rouge","5151 Highland Rd",0,1,0,0,0,N/A
2498544,"January 8, 2023",Nevada,Reno,"1550 Sky Valley Dr",0,1,1,1,0,N/A
2497315,"January 6, 2023",Arizona,Phoenix,"888 N 1st Ave",0,1,1,0,0,N/A
2498594,"January 6, 2023",Pennsylvania,"Wilkes Barre","Chestnut St",0,0,0,0,1,N/A
2496973,"January 5, 2023","New Mexico",Lordsburg,"26 Pipeline Rd",0,1,0,0,1,N/A
2494974,"January 4, 2023",Texas,Orange,"7800 block of Greenwood Dr",0,1,0,0,0,N/A
2493722,"January 2, 2023",Pennsylvania,Brackenridge,"Brackenridge Ave and Morgan St",1,1,1,0,0,N/A
2493216,"January 1, 2023",Florida,Clearwater,"1117 Ridge Ave",0,1,0,0,1,N/A
2494553,"December 31, 2022",Ohio,Cleveland,N/A,0,1,0,0,0,N/A
2490922,"December 29, 2022",Texas,Bryan,"Wayside Dr and Avondale Ave",0,2,0,1,1,N/A
2490320,"December 29, 2022",Tennessee,Chattanooga,"100 block of E M L King Blvd",0,1,1,0,0,N/A
2489975,"December 28, 2022",Louisiana,"New Orleans","13400 Old Gentilly Rd",0,1,0,0,0,N/A
2489912,"December 28, 2022",Virginia,"Amelia Court House","13500 block of West Ln",0,1,1,0,0,N/A
2488844,"December 27, 2022",Florida,Margate,"5790 Margate Blvd",0,1,0,0,0,N/A
2487048,"December 23, 2022",Indiana,Brookville,"IN-1 and US-52",0,2,0,1,0,N/A
2485769,"December 21, 2022","New York",Brooklyn,"277 Gates Ave",0,1,0,1,1,N/A
2483831,"December 18, 2022",Colorado,"Colorado Springs","800 E Willamette Ave",0,1,0,0,1,N/A
2483739,"December 17, 2022",Maryland,Dunkirk,"MD-4 and Yellow Bank Rd",0,1,0,1,1,N/A
2482624,"December 16, 2022",Utah,"Roosevelt (Ballard)",N/A,0,1,1,0,0,N/A
2482328,"December 16, 2022",Missouri,"Kansas City","Bern St and Cookingham Dr",0,1,0,0,2,N/A
2483474,"December 16, 2022",Mississippi,Hattiesburg,"2460 Old Highway 24",0,1,0,0,1,N/A
2481094,"December 14, 2022",Wisconsin,Waukesha,"1623 Oakdale Dr",0,1,1,0,0,N/A
2481433,"December 14, 2022",Arkansas,Stuttgart,"593 Rieger Rd",1,1,1,0,0,N/A
2480078,"December 12, 2022","North Carolina",Zebulon,"401 S Arendell Ave",0,1,0,0,1,N/A
2479490,"December 12, 2022",California,"San Diego","1000 block of 44th St",0,1,0,0,1,N/A
2477425,"December 8, 2022",Illinois,Lombard,"S Lincoln St and W Ann St",0,1,1,0,0,N/A
2476162,"December 7, 2022",Wisconsin,"De Pere (Hobart)","WI-29 and Hillcrest Rd",0,1,0,0,0,N/A
2474652,"December 5, 2022",Florida,Hialeah,"NW 186th St and NW 67th Ave",0,1,0,0,1,N/A
2475082,"December 5, 2022",Tennessee,Memphis,"4161 Winchester Rd",0,1,1,0,0,N/A
2473797,"December 3, 2022",Texas,"Corpus Christi","6100 block of South Padre Island Dr",0,1,0,1,0,N/A
2472685,"December 2, 2022",California,Rosamond,"2900 block of Locust St",0,1,0,0,1,N/A
2472520,"December 2, 2022","North Carolina","Granite Quarry","520 Mahaffey Dr",0,3,1,0,0,N/A
2472590,"December 1, 2022",Washington,Pasco,"1927 Riverview Dr",0,1,0,0,1,N/A
2511308,"November 29, 2022",Wisconsin,Milwaukee,"N 8th St and W Michigan St",0,1,0,0,0,N/A
2470323,"November 28, 2022",Colorado,Denver,"490 W Colfax Ave",0,1,0,1,1,N/A
2468413,"November 25, 2022",Pennsylvania,Philadelphia,"4536 Frankford Ave",0,1,0,0,1,N/A
2467451,"November 24, 2022",Oklahoma,Buffalo,"NE 6th St and E Brule St",0,1,1,0,0,N/A
2467143,"November 23, 2022",Mississippi,Ellisville,"Riley Johnson Rd",0,1,0,1,1,N/A
2466492,"November 22, 2022",Tennessee,Lebanon,"Sparta Pike and Eastover Rd",0,1,0,0,1,N/A
2461954,"November 17, 2022",Ohio,Chillicothe,"28 N Paint St",0,1,1,0,0,N/A
2461517,"November 16, 2022",Connecticut,Waterbury,"I-84 and Chase Pkwy",0,1,0,0,0,N/A
2460407,"November 15, 2022",Oklahoma,Mcloud,"14000 block of Iron Rd",0,1,1,0,0,N/A
2459749,"November 14, 2022",Tennessee,Madison,"2153 Gallatin Pike N",0,1,0,0,1,N/A
2458023,"November 11, 2022",Michigan,Gowen,"14171 16 Mile Rd NE",0,1,0,0,0,N/A
2457490,"November 10, 2022",Georgia,Augusta,"2200 block of Bungalow Rd",0,1,0,0,1,N/A
2455775,"November 8, 2022",Colorado,Lafayette,"201 W South Boulder Rd",0,1,1,0,0,N/A
2455557,"November 7, 2022",Alabama,Mobile,"800 block of Bryant St",1,1,0,1,0,N/A
2453885,"November 5, 2022",Texas,"Fort Worth (Forest Hill)","4200 Dorsey St",0,1,0,0,0,N/A
2452993,"November 4, 2022",Georgia,Mcdonough,"4100 Hopewell Pl",1,1,0,0,1,N/A
2451856,"November 3, 2022",Iowa,Altoona,"900 Venbury Dr",0,1,0,0,0,N/A
2450006,"November 1, 2022",Georgia,Atlanta,"Briarcliff Rd NE and Briarcliff Way NE",0,1,0,1,2,N/A
2450858,"November 1, 2022","New Jersey",Newark,"25 Van Velsor Pl",0,2,0,0,1,N/A
2450734,"October 31, 2022",Wyoming,Cheyenne,"6900 block of Horse Soldier Rd",0,1,1,0,0,N/A
2447910,"October 28, 2022","South Carolina","Beech Island","2100 block of Storm Branch Rd",0,1,0,0,1,N/A
2447093,"October 27, 2022",Colorado,Alamosa,"1200 block of Denver Ave",0,2,0,0,1,N/A
2445412,"October 25, 2022",Virginia,Chester,"15000 block of Timsberry Cir",0,2,0,1,1,N/A
2442134,"October 20, 2022",Washington,Keller,"303 Mountain Ridge Homes Rd",2,1,0,0,2,N/A
2441028,"October 19, 2022",Texas,Rockdale,"100 block of Inwood Dr",0,1,1,0,0,N/A
2440562,"October 18, 2022",Arkansas,Paragould,"116 S Rockingchair Rd",0,1,1,0,0,N/A
2439061,"October 16, 2022",Washington,Spokane,"S Cedar St and W 1st Ave",0,1,0,1,1,N/A
2438707,"October 16, 2022",Alabama,"Birmingham (Hoover)","3627 Cedarbrook Dr",0,1,0,1,1,N/A
2436826,"October 13, 2022","North Carolina",Raleigh,"5300 block of Sahalee Way",5,2,0,1,1,N/A
2437674,"October 13, 2022",Michigan,"University Center","1961 Delta Rd",0,1,0,0,0,N/A
2435802,"October 12, 2022",Illinois,Decatur,"1300 block of E Walnut St",0,2,1,0,0,N/A
2435972,"October 12, 2022",Tennessee,Nashville,"7741 US-70S",0,2,0,0,0,N/A
2436299,"October 12, 2022",Connecticut,Bristol,"310 Redstone Hill Rd",2,1,1,1,0,N/A
2435792,"October 12, 2022",Pennsylvania,Philadelphia,"800 block of N 10th St",0,3,1,0,0,N/A
2437130,"October 12, 2022",Florida,Davenport,"Briar Patch Lp and Tanglewood Dr",0,1,0,0,1,N/A
2434696,"October 10, 2022","South Carolina","Isle Of Palms","30 J C Long Blvd",0,1,0,0,0,N/A
2435055,"October 10, 2022",Washington,Sunnyside,"1400 block of S 8th St",0,1,0,0,1,N/A
2432100,"October 7, 2022",Connecticut,"New Haven","Chapel St and Blatchley Ave",0,1,0,0,1,N/A
2430704,"October 5, 2022",Louisiana,"New Orleans","7800 block of S Coronet St",0,2,0,0,1,N/A
2429195,"October 3, 2022",Florida,"West Palm Beach","5400 block of Eadie Place",0,1,0,0,1,N/A
2429121,"October 2, 2022",Florida,Jacksonville,"4100 block of Middleburg Rd",0,1,0,0,0,N/A
2429735,"October 2, 2022",Louisiana,Ponchatoula,"28288 Bedico Creek Ln",0,0,0,0,1,N/A
2428365,"October 1, 2022",Missouri,"Excelsior Springs","Kearney Rd and Crown Hill Rd",0,1,1,0,0,N/A
2428222,"October 1, 2022",Texas,Seminole,"1010 Hobbs Hwy",0,1,0,0,1,N/A
2427596,"September 30, 2022",Kentucky,Bardstown,"100 block of Ivy Ave",0,1,0,0,1,N/A
2427319,"September 30, 2022",Maryland,Baltimore,"1109 E Chase St",0,1,0,0,1,N/A
2426910,"September 29, 2022",Kansas,Topeka,"3500 block of SW Kerry Ave",1,2,0,1,1,N/A
2426887,"September 29, 2022",Colorado,Broomfield,"E Midway Boulevard and Sheridan Blvd",0,1,1,0,0,N/A
2426326,"September 28, 2022",Kentucky,Lexington,"485 W New Circle Rd",0,1,0,1,0,N/A
2424970,"September 27, 2022",Michigan,Detroit,"14047 Riverview St",0,1,0,0,1,N/A
2425705,"September 26, 2022",Utah,"Salt Lake City (South Salt Lake)","400 E Robert Ave",0,1,1,0,0,N/A
2424211,"September 26, 2022",California,Fontana,"Mallory St and Cypress Ave",1,2,2,0,0,N/A
2423530,"September 25, 2022","South Carolina",Sumter,"Cains Mill Rd and Kolb Rd",0,1,1,0,0,N/A
2422167,"September 22, 2022",Tennessee,Hillsboro,"I-24 and Aedc Rd",0,1,0,1,1,N/A
2421819,"September 22, 2022",Texas,Humble,"12510 Tullich Run Dr",1,1,1,0,0,N/A
2420010,"September 20, 2022",Minnesota,Minneapolis,"3473 5th St NE",1,0,0,1,0,N/A
2419555,"September 19, 2022",Texas,Amarillo,"3301 SE 10th Ave",0,3,0,1,1,N/A
2419515,"September 19, 2022",Texas,Borger,"1300 block of Yows St",0,1,0,0,1,N/A
2417792,"September 18, 2022",Michigan,Detroit,"14900 block of  Prevost St",0,1,0,0,0,N/A
2415671,"September 14, 2022","New York","Croton On Hudson","Quaker Bridge Rd",1,1,0,1,0,N/A
2411685,"September 10, 2022",Nevada,"Las Vegas","Flamingo Rd and University Center Dr",0,1,1,0,0,N/A
2411962,"September 10, 2022",Wisconsin,Milwaukee,"N 59th St and W Center St",0,1,0,0,0,N/A
2411421,"September 9, 2022",Florida,Melbourne,"1125 Dr Martin Luther King Jr Blvd",0,1,0,0,1,N/A
2410234,"September 8, 2022",Kentucky,Lexington,"3500 Tates Creek Rd",0,1,1,0,0,N/A
2408831,"September 7, 2022",Georgia,Columbus,"4200 block of Earline Ave",0,1,1,0,0,N/A
2407327,"September 4, 2022",Pennsylvania,"Wilkes Barre","Carey Ave and Academy St",0,1,0,0,1,N/A
2404630,"September 2, 2022",Texas,Sachse,"7760 S TX-78",0,2,0,1,1,N/A
2403250,"August 31, 2022",Virginia,Norfolk,"2700 block of Vincent Ave",0,2,0,0,1,N/A
2403053,"August 31, 2022",Tennessee,Memphis,"W Van Huesen Dr and Deneen Dr",0,1,0,0,3,N/A
2401495,"August 29, 2022",Pennsylvania,Philadelphia,"600 Arch St",0,1,0,0,0,N/A
2400724,"August 28, 2022",Georgia,Moultrie,"1712 1st Ave",0,1,0,0,1,N/A
2400492,"August 28, 2022",Arizona,Phoenix,"21636 N 26th Ave",2,5,1,0,0,N/A
2398398,"August 26, 2022",Wisconsin,Milwaukee,"3500 block of N 11th St",0,1,1,0,0,N/A
2394759,"August 22, 2022",Oklahoma,"Oklahoma City","2221 SW 78th St",1,1,0,0,1,N/A
2394237,"August 21, 2022",Texas,Bryan,"1100 block of Crossing Dr",0,2,1,0,0,N/A
2392480,"August 19, 2022","North Carolina",Charlotte,"8900 block of St Croix Ln",0,1,1,0,0,N/A
2391852,"August 18, 2022","District of Columbia",Washington,"1100 Alabama Ave SE",0,1,0,0,1,N/A
2385554,"August 12, 2022",Oklahoma,Blanchard,"1401 County St 2960",0,2,0,0,1,N/A
2409361,"August 10, 2022",California,"La Puente",N/A,0,1,0,0,0,N/A
2383936,"August 10, 2022","North Carolina",Semora,"326 Paradise Ln",0,1,0,0,1,N/A
2384087,"August 10, 2022",California,Arcadia,"2531 Greenfield Ave",0,3,0,1,1,N/A
2381602,"August 6, 2022",Texas,Texarkana,"US-59 and S Kings Hwy",0,1,0,0,0,N/A
2379316,"August 5, 2022",Virginia,Norfolk,"216 E Plume St",0,4,0,0,1,N/A
2379355,"August 5, 2022","North Carolina",Clemmons,"2400 block of Lewisville-Clemmons Rd",0,1,1,0,0,N/A
2378511,"August 3, 2022",Washington,Spokane,"601 E 3rd Ave",0,1,1,0,0,N/A
2375440,"August 1, 2022","North Carolina",Dudley,"2592 Arrington Bridge Rd",1,2,1,0,0,N/A
2376058,"August 1, 2022",Virginia,"Charles City","10341 Courthouse Rd",0,1,0,0,0,N/A
2374271,"July 30, 2022",Arkansas,Knoxville,"200 block of Ivy Ln",0,1,0,0,1,N/A
2372655,"July 29, 2022",Pennsylvania,Aliquippa,"1125 Franklin Ave",0,1,0,0,1,N/A
2374334,"July 29, 2022",Texas,Brownsville,N/A,0,1,0,0,0,N/A
2372203,"July 27, 2022",Georgia,Atlanta,"Newbury Dr",0,1,0,1,0,N/A
2369408,"July 25, 2022",Virginia,Richmond,"Commerce Rd and Stockton St",0,1,0,1,1,N/A
2368253,"July 24, 2022",Georgia,Fayetteville,"429 Sage Brush Trail",0,1,0,1,1,N/A
2367344,"July 23, 2022",Texas,"Missouri City","6100 block of Maywood Dr",0,1,1,0,0,N/A
2371333,"July 23, 2022",Tennessee,Etowah,"600 block of Georgia Ave",0,1,1,0,0,N/A
2367834,"July 23, 2022",Florida,"Pompano Beach (North Lauderdale)","1700 FL-7",0,1,1,0,0,N/A
2367956,"July 23, 2022",Florida,Sneads,"McKeown Mill Rd",0,1,1,0,0,N/A
2367253,"July 23, 2022","North Carolina",Roseboro,"2475 Hayne Stretch Rd",0,1,0,0,1,N/A
2366061,"July 21, 2022","New York",Rochester,"Bauman St and Laser St",1,2,0,0,1,N/A
2366077,"July 21, 2022",Texas,"San Antonio","Culebra Rd and N Trinity St",0,1,0,1,1,N/A
2365567,"July 20, 2022",Alaska,Anchorage,"8400 Starview Dr",0,1,0,1,0,N/A
2362900,"July 17, 2022",Florida,"Haines City","36114 US-27",0,1,0,0,3,N/A
2361536,"July 16, 2022",California,"Mountain View","Villa St and Wild Cherry Ln",0,1,0,0,1,N/A
2361888,"July 16, 2022",California,"Rancho Cucamonga","5700 block of Seymour Ct",0,1,0,0,1,N/A
2360041,"July 14, 2022",California,"Los Angeles","N Fairfax Ave and Melrose Ave",0,1,0,1,0,N/A
2359142,"July 13, 2022",Oregon,Salem,"4900 block of Oak Park Dr NE",0,1,1,0,0,N/A
2358315,"July 12, 2022",Ohio,Lebanon,"5945 OH-48",0,1,1,0,0,N/A
2357375,"July 11, 2022",Wisconsin,"Milwaukee (West Milwaukee)","1802 S 55th St",0,1,0,0,0,N/A
2355954,"July 10, 2022",Kentucky,Louisville,"4501 W Broadway",0,1,0,1,0,N/A
2356728,"July 10, 2022",Texas,Hitchcock,"6000 block of N Martin Luther King Ave",0,1,0,0,0,N/A
2355083,"July 9, 2022",Tennessee,Memphis,"5932 Hickory Hill Square",0,1,0,0,1,N/A
2353900,"July 6, 2022",Texas,Refugio,N/A,0,1,0,0,0,N/A
2351924,"July 5, 2022",Tennessee,Powell,"8200 block of Brickyard Rd",0,1,0,0,0,N/A
2349447,"July 4, 2022",Pennsylvania,Philadelphia,"2500 block of Spring Garden St",0,2,0,0,0,N/A
2348005,"July 3, 2022","New York","Corona (Queens)","214th Pl and Jamaica Ave",0,1,0,2,2,N/A
2347060,"July 2, 2022",Texas,"Haltom City","5700 block of Diamond Oaks Dr N",2,4,1,0,0,N/A
2345554,"July 1, 2022",Illinois,Chicago,"1300 block of W Taylor St",0,1,0,0,1,N/A
2345144,"June 30, 2022",Kentucky,Allen,"49 N Railroad St",3,5,0,0,1,N/A
2344284,"June 29, 2022","North Carolina",Greensboro,"Westhaven Dr",0,1,0,1,1,N/A
2344225,"June 29, 2022",Alabama,Brierfield,"AL-25 and Bulldog Bend Rd",1,1,0,0,1,N/A
2341696,"June 27, 2022",Louisiana,"New Orleans","1400 block of Iberville St",1,1,0,0,1,N/A
2342312,"June 27, 2022",Tennessee,Hendersonville,"Vietnam Veterans Blvd and US-31E BYP",0,1,0,0,0,N/A
2341247,"June 26, 2022",Ohio,Columbus,"300 block of S Harris Ave",0,1,0,0,0,N/A
2341417,"June 26, 2022",Washington,Spokane,"3000 block of N Martin St",0,1,0,0,2,N/A
2340530,"June 26, 2022",Arkansas,"North Little Rock","3100 block of Donaghey Dr",0,1,1,0,0,N/A
2339641,"June 25, 2022",Pennsylvania,"Pittsburgh (Mount Oliver)","400 block of Brownsville Rd",0,2,0,1,1,N/A
2361836,"June 23, 2022",Texas,"Roanoke (Trophy Club)","500 block of Indian Creek Dr",0,1,0,0,0,N/A
2336260,"June 21, 2022",Ohio,Lima,"2nd St",0,1,1,0,0,N/A
2335927,"June 20, 2022",Alaska,Fairbanks,"23rd Ave and S Cushman St",0,2,1,0,0,N/A
2334920,"June 19, 2022","District of Columbia",Washington,"14th St NW and U St NW",1,3,0,0,1,N/A
2334465,"June 18, 2022",Texas,Falfurrias,"E Terry St",0,1,1,0,0,N/A
2333681,"June 18, 2022",Texas,Houston,"12801 Roydon Dr",0,1,1,0,0,N/A
2332474,"June 16, 2022","West Virginia",Weston,"I-79 and US-119",0,1,1,0,0,N/A
2331034,"June 14, 2022",Vermont,Woodstock,"13 Slayton Ter",1,1,1,0,0,N/A
2330386,"June 14, 2022",Arizona,Phoenix,"S 43rd Ave and W Baseline Rd",0,1,0,0,2,N/A
2330459,"June 13, 2022",California,"Los Angeles","4533 Laurel Canyon Blvd",0,1,0,0,1,N/A
2326895,"June 10, 2022",Georgia,Lawrenceville,"3100 Sweetwater Rd",0,1,0,1,0,N/A
2325498,"June 9, 2022",Maryland,Smithsburg,"12912 Bikle Rd",3,2,0,1,1,N/A
2322022,"June 5, 2022",Illinois,Chicago,"6900 block of S Sangamon St",0,1,0,1,1,N/A
2321481,"June 4, 2022",Maryland,Towson,"185 E Pennsylvania Ave",0,2,1,0,0,N/A
2320292,"June 3, 2022","West Virginia","Birch River","537 Old Rte 19",1,1,1,1,2,N/A
2320344,"June 3, 2022","New Jersey","West New York","311 59th St",0,1,1,0,0,N/A
2319719,"June 2, 2022",Arizona,Whiteriver,"E Fork Rd and Chief Ave",1,1,1,0,0,N/A
2320019,"June 2, 2022",Utah,Bountiful,N/A,0,1,0,0,0,N/A
2319064,"June 2, 2022",Illinois,Chicago,"5200 block of W Belmont Ave",0,1,0,0,1,N/A
2318432,"June 1, 2022",Illinois,Chicago,"W 64th St and S Paulina St",0,1,0,0,1,N/A
2317187,"May 30, 2022",Montana,Billings,"Burnstead Dr and N 19th St",0,1,1,0,0,N/A
2315310,"May 29, 2022","North Carolina",King,"232 Newsome Rd",0,1,1,0,0,N/A
2313141,"May 26, 2022",Michigan,"Battle Creek","S Wabash Ave and Capital Ave NE",0,1,0,0,1,N/A
2318211,"May 26, 2022",Ohio,Greenville,"5185 County Home Rd",0,1,0,0,0,N/A
2313288,"May 26, 2022",Georgia,Augusta,"2119 Lumpkin Rd",0,1,0,1,1,N/A
2312602,"May 25, 2022",Louisiana,Covington,"LA-21 and LA-1083",0,1,0,0,1,N/A
2310278,"May 24, 2022",Texas,Uvalde,"715 Old Carrizo Rd",21,17,1,0,0,N/A
2306667,"May 19, 2022",Virginia,"Virginia Beach","1060 First Colonial Rd",0,1,0,0,1,N/A
2307115,"May 19, 2022",Washington,Sequim,"W Washington St and N Third Ave",0,1,0,1,1,N/A
2304468,"May 16, 2022",Indiana,Palmyra,"12000 block of IN-135",1,1,1,0,0,N/A
2302222,"May 14, 2022",Louisiana,"Baton Rouge","500 block of W Chalfont Dr",1,1,0,1,1,N/A
2302468,"May 14, 2022",Kentucky,Owensboro,"1816 Triplett St",0,1,0,0,1,N/A
2298283,"May 10, 2022",Ohio,Toledo,"2000 block of Wyndhurst Rd",0,1,0,0,0,N/A
2299261,"May 10, 2022",Iowa,Perry,"1st Ave and Willis Ave",0,1,0,0,1,N/A
2299056,"May 10, 2022",Texas,"Dime Box","1000 block of Stephen F Austin Ave",0,1,1,0,0,N/A
2299147,"May 10, 2022","New York",Bronx,"Claremont Pkwy and Bathgate Ave",0,1,1,0,0,N/A
2296701,"May 7, 2022",Washington,Wenatchee,"11 N Chelan Ave",0,1,1,0,0,N/A
2295112,"May 5, 2022",Georgia,Atlanta,"969 Marietta St NW",0,1,0,0,1,N/A
2294851,"May 5, 2022",Idaho,Pocatello,"941 E Bridger St",0,2,0,1,1,N/A
2293943,"May 4, 2022",Texas,Houston,"14300 Gulf Fwy",0,1,0,1,1,N/A
2293740,"May 3, 2022",Texas,Brady,"N Bridge St and Crothers Ave",0,1,0,0,1,N/A
2292300,"May 2, 2022",Kentucky,Flatwoods,"100 block of East St",0,1,0,0,1,N/A
2289302,"April 27, 2022",California,"San Diego","I-8 and I-805",0,1,0,0,1,N/A
2289709,"April 26, 2022",Ohio,Piqua,"100 N Wayne St",0,3,0,0,0,N/A
2287899,"April 25, 2022",Oregon,Aurora,"12334 Ehlen Rd NE",0,1,1,0,0,N/A
2283119,"April 20, 2022",Maryland,Laurel,"100 block of Bryan Ct",0,1,0,0,1,N/A
2283225,"April 20, 2022","New York",Yonkers,"115 Elm St",0,1,1,0,0,N/A
2283179,"April 19, 2022",Florida,Clearwater,"4900 Ulmerton Rd",0,1,0,0,1,N/A
2279457,"April 15, 2022",Kansas,Walnut,"US-77 and 122nd Rd",0,3,1,0,0,N/A
2278615,"April 14, 2022",Arizona,Phoenix,"E Beardsley Rd and N Cave Creek Rd",0,1,0,1,1,N/A
2278861,"April 14, 2022",Arizona,Glendale,"N 59th Ave and W Olive Ave",0,1,1,0,0,N/A
2278159,"April 13, 2022",Oklahoma,Tulsa,"S 73rd Ave E and E 4th Pl",0,1,1,0,0,N/A
2273935,"April 7, 2022",Michigan,"Benton Harbor","700 block of Highland Ave",0,2,1,0,0,N/A
2273415,"April 7, 2022","North Carolina",Sanford,"5500 block of Olivia Rd",0,1,0,0,1,N/A
2273140,"April 7, 2022",Florida,"Opa Locka","2695-1 NW 141st St",0,1,0,0,1,N/A
2272874,"April 6, 2022",Massachusetts,Somerville,N/A,0,1,0,0,0,N/A
2272394,"April 6, 2022",Pennsylvania,Philadelphia,"Griscom St and Arrott St",0,4,1,0,0,N/A
2272389,"April 5, 2022",Texas,"San Antonio","200 block of Demya Dr",0,1,1,0,0,N/A
2271519,"April 5, 2022",Minnesota,"Saint Paul","2900 block of W Owasso Blvd",0,1,1,0,0,N/A
2269963,"April 3, 2022",Illinois,"Oak Forest","5556 159th St",0,1,1,0,0,N/A
2270196,"April 3, 2022",Arkansas,Wynne,"300 block of Smithdale Ave",1,2,1,0,0,N/A
2268961,"April 2, 2022",Wyoming,Cheyenne,"3500 block of Miles Ct",0,1,1,0,0,N/A
2268636,"April 1, 2022",Arizona,Kingman,"Thompson Ave and Powell Ave",0,1,0,1,1,N/A
2268322,"April 1, 2022","West Virginia","Old Fields","US-220 and Justamere Rd",0,1,1,0,0,N/A
2267423,"March 31, 2022",Pennsylvania,Lebanon,"1100 block of Forest St",1,2,1,0,0,N/A
2267047,"March 30, 2022",Arizona,"Winkelman (Dudleyville)",N/A,0,1,0,1,0,N/A
2265844,"March 29, 2022","New York",Buffalo,"E Ferry St and Fillmore Ave",0,3,0,1,2,N/A
2267479,"March 29, 2022",Texas,Waco,"3700 block of Hay Ave",0,1,0,0,1,N/A
2266059,"March 29, 2022",Mississippi,"Moss Point","6522 Old Hwy 63",0,0,0,0,1,N/A
2265465,"March 28, 2022",Illinois,Chicago,"S Sacramento Blvd and W Polk St",0,1,0,1,0,N/A
2264219,"March 27, 2022",Missouri,Moberly,"600 block of Adams Ave",0,1,0,0,1,N/A
2264367,"March 26, 2022",Illinois,"Mount Sterling","Illinois 107 and 410 North Ave",0,1,0,0,1,N/A
2256840,"March 18, 2022",Illinois,Chicago,"600 block of S Independence Blvd",0,2,0,0,1,N/A
2256695,"March 18, 2022",Alaska,Anchorage,"E 10th Ave",0,1,0,0,1,N/A
2255881,"March 17, 2022",Missouri,"Bonne Terre","1017 Hwy K",1,1,1,0,0,N/A
2256581,"March 17, 2022",Florida,"Lehigh Acres","FL-82 and Gunnery Rd S",0,1,1,0,0,N/A
2254345,"March 15, 2022",Washington,Spanaway,"19011 Pacific Ave S",1,1,1,0,0,N/A
2255270,"March 15, 2022",Tennessee,Kingsport,"1900 block of Lincoln St",0,1,0,0,1,N/A
2253726,"March 14, 2022",Illinois,"Crest Hill","Pioneer Rd and Bicentennial Ave",0,1,1,0,0,N/A
2252571,"March 13, 2022",Arizona,Phoenix,"N 27th Ave and W Maryland Ave",0,1,0,0,1,N/A
2253355,"March 13, 2022",Texas,Bastrop,"101-105 Lba Dr",0,1,0,0,1,N/A
2251834,"March 11, 2022",Tennessee,Covington,"881 US-51 S",0,1,1,0,0,N/A
2251371,"March 11, 2022",Illinois,Chicago,"5700 block of S Loomis Blvd",0,2,0,0,0,N/A
2251801,"March 9, 2022",Georgia,Lawrenceville,"250 Scenic Hwy",0,1,0,1,0,N/A
2250206,"March 9, 2022",Michigan,"Brown City","Willis Rd and Brown City Rd",0,1,1,0,0,N/A
2249529,"March 8, 2022",Missouri,Joplin,"423 S Rangeline Rd",2,1,1,0,0,N/A
2247585,"March 5, 2022",Georgia,Columbus,"Andrews Rd and E Central St",0,2,0,2,1,N/A
2246372,"March 4, 2022",Illinois,Chicago,"3801 W Harrison St",0,2,0,0,1,N/A
2246568,"March 4, 2022",Kansas,Olathe,"14545 W 127th St",0,2,0,1,1,N/A
2246131,"March 3, 2022",Indiana,Dunkirk,"200 block of Mount Auburn St",0,2,1,0,0,N/A
2246342,"March 3, 2022","North Carolina",Asheville,"Atkinson St",0,1,0,0,1,N/A
2245025,"March 2, 2022",Georgia,Atlanta,"5390 Riverdale Rd",0,2,0,0,0,N/A
2245500,"March 2, 2022",Oklahoma,"Oklahoma City","2100 block of Emco Dr",0,1,1,0,0,N/A
2243803,"February 27, 2022",Indiana,Indianapolis,"1600 block of Lexington Ave",0,1,0,1,1,N/A
2243262,"February 26, 2022",Texas,Beasley,"US-59 and Beasley Rd",0,1,1,0,0,N/A
2241074,"February 23, 2022","New Mexico",Hobbs,"1832 N Turner St",0,1,1,0,1,N/A
2240048,"February 22, 2022",Florida,Steinhatchee,"US-19 and Deer Run Rd",0,1,1,0,0,N/A
2237635,"February 19, 2022","North Carolina",Charlotte,"N Tryon St and Salome Church Rd",0,1,0,1,1,N/A
2236064,"February 16, 2022",Pennsylvania,Carlisle,"50 block of Brittney Dr",0,1,1,0,0,N/A
2236195,"February 16, 2022",California,"El Cajon","Ballard St and Decker St",0,1,0,1,0,N/A
2235889,"February 16, 2022",California,Azusa,"1000 block of W Gladstone St",0,1,1,0,0,N/A
2234836,"February 15, 2022",Texas,Katy,"6600 block of Amberfield Ln",0,2,1,0,0,N/A
2231595,"February 11, 2022",Maryland,Frederick,"Key Pkwy and Waverly Dr",0,2,0,1,1,N/A
2231510,"February 11, 2022","New Mexico",Tijeras,"US-66 and Sedillo Hill Rd",0,1,0,0,2,N/A
2232090,"February 11, 2022",Pennsylvania,Philadelphia,"100 block of W Lehigh Ave",0,1,0,0,1,N/A
2231371,"February 11, 2022",Arizona,Phoenix,"5405 W Warner St",1,9,1,0,0,N/A
2231243,"February 10, 2022",Washington,"Maple Falls","3041 Green Valley Dr",0,2,0,0,1,N/A
2231095,"February 9, 2022",Arkansas,Jonesboro,"200 block of Spruce St",0,1,1,0,0,N/A
